url,prediksi_sistem,skor_final,y_pred(biner),y_true(biner),sel
loginsoju.store,HIGH,100.0,1,1,TP
www.sloto89semesta.com,HIGH,100.0,1,1,TP
ratugacor88-top.xyz,HIGH,100.0,1,1,TP
dingdong34225.com,HIGH,80.0,1,1,TP
orisdaftar.com,HIGH,100.0,1,1,TP
goto-77.cyou,HIGH,95.0,1,1,TP
sakuratotoart.xyz,LOW,5.41,0,1,FN
pintumasuklinklgp.com,MEDIUM,50.0,1,1,TP
arcerqwinwk.site,HIGH,100.0,1,1,TP
pecah404int.com,HIGH,100.0,1,1,TP
h2hslotq.com,HIGH,100.0,1,1,TP
waw4.dahsyat.online,HIGH,100.0,1,1,TP
138grdrtp.beauty,HIGH,100.0,1,1,TP
bt10rb04.space,HIGH,100.0,1,1,TP
nemesisaj8b21.sekali.bet,HIGH,100.0,1,1,TP
3vb9hh9g1l.kaskuskita.com,MEDIUM,46.25,1,1,TP
boyah.cempakabet.space,LOW,5.0,0,1,FN
play-deluna188.com,HIGH,100.0,1,1,TP
wwtoto02.com,MEDIUM,30.0,1,1,TP
rajatoto3selalu.com,HIGH,100.0,1,1,TP
galaxy898onepiece.com,HIGH,100.0,1,1,TP
tzqt8d2jbu.asgacor.pro,HIGH,78.65,1,1,TP
www.boggypond.com,MEDIUM,35.0,1,1,TP
ayah4di.theamplink.com,HIGH,100.0,1,1,TP
merahbiru.pro,HIGH,70.86,1,1,TP
rtp-ns88.autos,HIGH,100.0,1,1,TP
petir108b.fit,HIGH,100.0,1,1,TP
antohokikali.com,MEDIUM,50.0,1,1,TP
kilau4dmania.com,HIGH,100.0,1,1,TP
grafikjitubaru789.site,LOW,12.5,0,1,FN
logicdiana4d.site,HIGH,100.0,1,1,TP
zilong88u-amp1.xyz,LOW,0.0,0,1,FN
1cabang777.com,HIGH,97.51,1,1,TP
putrajpcv.linktotheamp.com,HIGH,100.0,1,1,TP
nmax4dgas888.com,HIGH,100.0,1,1,TP
turbobet77-hd.com,HIGH,100.0,1,1,TP
ms2.peniti4ddomain.com,HIGH,100.0,1,1,TP
x432s42ynqg6bqlkn9bh.ratuselot.site,HIGH,100.0,1,1,TP
www.rp888dj.com,HIGH,100.0,1,1,TP
riangimlek.mom,HIGH,87.5,1,1,TP
www.jra.go.jp,LOW,12.5,0,1,FN
jebol78log14.xyz,HIGH,100.0,1,1,TP
opdw.bantenhero.cloud,HIGH,82.5,1,1,TP
303pediamn.live,HIGH,100.0,1,1,TP
pahala4d-official.org,MEDIUM,50.0,1,1,TP
afsbe.org,HIGH,51.92,1,1,TP
2qzy.jokoo4d.net,HIGH,100.0,1,1,TP
rtpjablay123jp.click,HIGH,76.77,1,1,TP
pilihtogeltoto.com,HIGH,100.0,1,1,TP
v1.narawin.live,LOW,7.5,0,1,FN
zodiakslotjp.shop,LOW,21.72,0,1,FN
bandargamingno1.com,HIGH,70.73,1,1,TP
1e27855ntbfedogj0sic.jpmania-resmi.com,HIGH,100.0,1,1,TP
joko4dcuans.vip,HIGH,97.5,1,1,TP
laporgajah.com,MEDIUM,50.0,1,1,TP
178.128.86.89,LOW,7.5,0,1,FN
rtp4.jpslot161.top,HIGH,100.0,1,1,TP
fpgbsdyaflgay1qqddld.gayatoto268.site,HIGH,100.0,1,1,TP
nova0fk329.nafastogel.app,HIGH,59.43,1,1,TP
duniabet303joss.vip,HIGH,100.0,1,1,TP
maxhoki.website,HIGH,100.0,1,1,TP
vegas338rtp-7.site,HIGH,100.0,1,1,TP
becekwinalt.blog,MEDIUM,50.0,1,1,TP
pola1.rtpkerbau28.com,HIGH,100.0,1,1,TP
link-gasbet88.com,HIGH,100.0,1,1,TP
mandiuanglogin.org,MEDIUM,50.0,1,1,TP
skrikkoke25.online,HIGH,100.0,1,1,TP
pyo9diszrj.dota88e.life,HIGH,100.0,1,1,TP
amp-panoco-is-back.pages.dev,MEDIUM,50.0,1,1,TP
dd6cxb8m1h.bmwvip3.pro,HIGH,100.0,1,1,TP
subs.supermp0.com,HIGH,100.0,1,1,TP
freeseite.com,HIGH,50.0,1,1,TP
krgxr32040.ihokibetplay.xyz,HIGH,52.55,1,1,TP
vip14.honda555.link,HIGH,100.0,1,1,TP
uwu4dg.com,HIGH,100.0,1,1,TP
unik-1.club,HIGH,100.0,1,1,TP
buzzymag.com,MEDIUM,50.0,1,1,TP
medaliatas.com,MEDIUM,32.5,1,1,TP
babyslotbet.com,HIGH,100.0,1,1,TP
puma99gelo.com,HIGH,72.99,1,1,TP
go-pink-4d-new.store,HIGH,100.0,1,1,TP
kipas899ok.pics,HIGH,100.0,1,1,TP
pede4dme.online,HIGH,100.0,1,1,TP
yl002.yolanda77a.store,HIGH,100.0,1,1,TP
manta69-pro.online,HIGH,100.0,1,1,TP
ultimate12.bocorankatsu5.online,HIGH,100.0,1,1,TP
dvbos8.info,HIGH,100.0,1,1,TP
putri.kedai168thailand.com,HIGH,100.0,1,1,TP
nx303ada.art,HIGH,54.26,1,1,TP
indosultan69resmi.com,HIGH,78.41,1,1,TP
0.livebasketrtp.com,MEDIUM,50.0,1,1,TP
www.takarakuji-official.jp,LOW,7.5,0,1,FN
dollar4dangkattelor1.online,HIGH,100.0,1,1,TP
hecate0jx4r.nafastogel.one,HIGH,52.51,1,1,TP
kartubet88pro.homes,HIGH,100.0,1,1,TP
jp52dpmw40v1iq51nujc.pucukiran.com,HIGH,100.0,1,1,TP
diorbagus.com,HIGH,100.0,1,1,TP
temposlots.homes,MEDIUM,50.0,1,1,TP
store.fannyavila.com,LOW,0.0,0,1,FN
1329qq.bet,LOW,9.0,0,1,FN
mekagoal.shop,HIGH,100.0,1,1,TP
kw88antireport.store,HIGH,88.77,1,1,TP
totokitazap.site,LOW,0.0,0,1,FN
sobatkerabatslot.us,MEDIUM,50.0,1,1,TP
menulerimiz-900.pages.dev,LOW,12.5,0,1,FN
q0w0764c4v.uang77dcmbr.org,HIGH,100.0,1,1,TP
kingkong39ingat.online,HIGH,100.0,1,1,TP
web010.sepuh78.live,HIGH,100.0,1,1,TP
www.zs999.bet,LOW,22.88,0,1,FN
jinhoki.xyz,HIGH,100.0,1,1,TP
vde9gvw34y.botuna55c.click,HIGH,100.0,1,1,TP
4qaausx10f6hbgc5f7uj.bungaslot.dev,HIGH,87.5,1,1,TP
rtp02.regalbetvip.store,LOW,0.0,0,1,FN
sagatoto-cruise.xyz,HIGH,60.22,1,1,TP
nxpecahhhh.xyz,HIGH,100.0,1,1,TP
tarboljuara137.xyz,HIGH,100.0,1,1,TP
bjk3natxg6.cendana898.com,HIGH,50.0,1,1,TP
abgib39364.yesnaga.vip,MEDIUM,50.0,1,1,TP
sa365url.com,LOW,12.5,0,1,FN
www.jaihowin17.com,LOW,0.0,0,1,FN
00y888.com,LOW,5.0,0,1,FN
arwanaslotjaya1.lat,HIGH,100.0,1,1,TP
satudepo88.ink,MEDIUM,50.0,1,1,TP
www.linkslotserver.com,MEDIUM,50.0,1,1,TP
nila88sakti.com,HIGH,85.0,1,1,TP
adamtoto-98.com,LOW,0.0,0,1,FN
official-terongbet.com,LOW,0.0,0,1,FN
eggx059fbi.dewaidr.life,HIGH,100.0,1,1,TP
ajjf7xtzsh.top1toto199.com,LOW,12.5,0,1,FN
rtp1i-bintang299.pages.dev,HIGH,89.79,1,1,TP
litter.situs8888terbaru.online,HIGH,100.0,1,1,TP
dongjituwop.com,HIGH,53.27,1,1,TP
adsku1.hero369.mom,HIGH,100.0,1,1,TP
wa.tuanslot88stock.com,HIGH,100.0,1,1,TP
lagi-di-atas-langit.pages.dev,LOW,20.71,0,1,FN
bj7jctws4y44mg8k6swb.okejp-x.com,HIGH,50.0,1,1,TP
www.rujukindovegas4d.net,HIGH,100.0,1,1,TP
de-wi-365.com,HIGH,60.15,1,1,TP
sunda7872026.com,HIGH,100.0,1,1,TP
bandar69-rtp.site,HIGH,100.0,1,1,TP
ragnaroktogel87.com,LOW,0.0,0,1,FN
muliajitu1.cyou,HIGH,100.0,1,1,TP
y200m2025.homes,MEDIUM,50.0,1,1,TP
2d35cqmrfi.gt108vip3.com,HIGH,100.0,1,1,TP
manta367.shop,HIGH,100.0,1,1,TP
7hy8kn.sumselampera.online,HIGH,100.0,1,1,TP
ular900jaya.site,HIGH,100.0,1,1,TP
www.maxistotox3.com,MEDIUM,50.0,1,1,TP
2februari.landakmeledak.com,HIGH,100.0,1,1,TP
1ggoeft1vs.rudaltotoking.com,HIGH,100.0,1,1,TP
pk006.paduka77a.store,HIGH,100.0,1,1,TP
guncacamax.site,HIGH,87.5,1,1,TP
kaskus4dboba.com,HIGH,85.0,1,1,TP
88javaplay.net,HIGH,52.97,1,1,TP
hilux869.luxtogelgacor.net,MEDIUM,47.5,1,1,TP
rtpflexihoki28.xyz,HIGH,100.0,1,1,TP
mega303populardaftar.pages.dev,MEDIUM,50.0,1,1,TP
apk.kingdomjaya.com,LOW,0.0,0,1,FN
totojek-hijau.site,HIGH,100.0,1,1,TP
mobilaka899.website,LOW,7.5,0,1,FN
apk-asdjfajldlk.besok4d.top,HIGH,100.0,1,1,TP
tirto88byon.xyz,LOW,0.0,0,1,FN
www.arjuna88panas.com,HIGH,100.0,1,1,TP
koin79.jitu.win,MEDIUM,50.0,1,1,TP
www.kolamlele247.vip,HIGH,100.0,1,1,TP
h9mamfuk04wk0n5weiz8.myjpcash.com,MEDIUM,50.0,1,1,TP
casinogamingreviews.com,LOW,0.0,0,1,FN
rtptugubetvip.sbs,HIGH,100.0,1,1,TP
takurjitugroup.site,HIGH,53.46,1,1,TP
on34481.com,HIGH,95.0,1,1,TP
paten33f.com,HIGH,50.64,1,1,TP
sand77b.site,HIGH,100.0,1,1,TP
hebat99op.com,HIGH,100.0,1,1,TP
sungaipelaut.com,MEDIUM,50.0,1,1,TP
pck303.store,HIGH,100.0,1,1,TP
golbossuper.net,HIGH,71.92,1,1,TP
bezdep.vip,LOW,25.0,0,1,FN
alfabet88.asia,HIGH,100.0,1,1,TP
panen77slt.store,HIGH,97.63,1,1,TP
pastigacor.peniti4ddomain.com,HIGH,100.0,1,1,TP
mambawingame.click,HIGH,100.0,1,1,TP
jepe711mari.com,LOW,24.7,0,1,FN
cair50.wiki,HIGH,66.43,1,1,TP
bk-ttt.site,LOW,0.0,0,1,FN
maret88av.store,HIGH,100.0,1,1,TP
badak138s.net,HIGH,100.0,1,1,TP
dede4dolan.com,HIGH,85.0,1,1,TP
akun77rtpliveterbaik.ngahooterstour.com,HIGH,100.0,1,1,TP
i5gungvzxdcqxqr75qr6.onictotohome.com,HIGH,100.0,1,1,TP
teviwaduk700.vip,HIGH,100.0,1,1,TP
allinone-cuancuan.pages.dev,MEDIUM,50.0,1,1,TP
13.228.176.132,HIGH,100.0,1,1,TP
fb88resmi13.com,HIGH,100.0,1,1,TP
pola10.rtputamaexo.com,MEDIUM,50.0,1,1,TP
panen100semua.site,HIGH,99.81,1,1,TP
pijartaff.com,MEDIUM,45.0,1,1,TP
yokkeraton88.xyz,HIGH,100.0,1,1,TP
pelanggan-sabaiguy.pages.dev,HIGH,52.24,1,1,TP
www.galaxy77antariksa.com,HIGH,97.5,1,1,TP
pefjn0nfoe.trik-nasa.xyz,HIGH,100.0,1,1,TP
linkwla168.vip,MEDIUM,50.0,1,1,TP
kananbetmenang.com,HIGH,87.5,1,1,TP
gurujaya2025.lol,HIGH,100.0,1,1,TP
bigcemeip.beauty,HIGH,97.09,1,1,TP
3f3ndqsocq.kaskuskita.com,MEDIUM,46.42,1,1,TP
y1s9g9j7oe.vwvip2.pro,HIGH,100.0,1,1,TP
hut4djam.com,HIGH,100.0,1,1,TP
zeus999.gayo88.space,HIGH,100.0,1,1,TP
dwlbngydhtksytngjdntyre.store,HIGH,89.31,1,1,TP
enuwvwvvpc.ttbarelang.cyou,HIGH,55.34,1,1,TP
indoagb99.quest,HIGH,100.0,1,1,TP
rtpslotterbarik99.online,HIGH,100.0,1,1,TP
lightmika.site,MEDIUM,45.02,1,1,TP
ares188alternatif.beauty,LOW,0.0,0,1,FN
kewarga777b.com,HIGH,100.0,1,1,TP
likmaies.skin,HIGH,100.0,1,1,TP
sarangslot88b.beer,HIGH,100.0,1,1,TP
linkmitra77.biz,MEDIUM,50.0,1,1,TP
bskyu37557.matador168portalmasuk.com,LOW,20.0,0,1,FN
jqriu4t5ntogtdqpa6dk.jpmariofixx.site,HIGH,100.0,1,1,TP
tentenslotgame.biz,HIGH,100.0,1,1,TP
cawancoc.com,HIGH,100.0,1,1,TP
selfsufficient.store,HIGH,100.0,1,1,TP
dewa222wow.com,HIGH,100.0,1,1,TP
wdgemoy2027.site,HIGH,53.38,1,1,TP
arenadagangjudi.xyz,HIGH,100.0,1,1,TP
vava4dwina.com,HIGH,100.0,1,1,TP
40d838d0cm296ndf6wwr.bungaslot.dev,HIGH,87.5,1,1,TP
colowinspc.com,HIGH,100.0,1,1,TP
kelasdunia.online,HIGH,100.0,1,1,TP
05.togel900-x.com,HIGH,100.0,1,1,TP
el1gsdhe34z4lg1j9egz.bungaslot.dev,HIGH,87.5,1,1,TP
jagoaneksklusif.live,HIGH,100.0,1,1,TP
ma003.tupay79a.live,HIGH,100.0,1,1,TP
www.zlato-stribro.com,MEDIUM,50.0,1,1,TP
mc001.banteng128b.online,HIGH,100.0,1,1,TP
forexajaib.info,HIGH,100.0,1,1,TP
3.jepe500play.lol,HIGH,100.0,1,1,TP
rtp-betwin188-selalu.online,HIGH,86.61,1,1,TP
c8.winterfresh.ink,HIGH,100.0,1,1,TP
datakominfo.kotaprabumulih.go.id,LOW,0.0,0,1,FN
pendekar138tulip.com,HIGH,100.0,1,1,TP
link268rtpgampangmenang.ngahooterstour.com,HIGH,100.0,1,1,TP
lgfg6a8iktmcqu9fb54t.araitoto-x.com,HIGH,50.0,1,1,TP
betking88xa.site,HIGH,100.0,1,1,TP
czhdz42696.bgplay.us,HIGH,73.45,1,1,TP
syariahmandirixmpo555.pages.dev,HIGH,100.0,1,1,TP
melodi99gokil.com,HIGH,85.0,1,1,TP
idxstarboss.top,LOW,0.0,0,1,FN
nemospin80.site,HIGH,100.0,1,1,TP
www.afterwin88jago.com,HIGH,100.0,1,1,TP
www.hotchkissgroup.co.uk,LOW,5.0,0,1,FN
pokeralien-mantap.site,HIGH,85.52,1,1,TP
rajanaga777jp.online,HIGH,100.0,1,1,TP
slotbom77gcr.buzz,HIGH,100.0,1,1,TP
sakurawin-jd.space,HIGH,100.0,1,1,TP
mahkotaplatform.com,HIGH,100.0,1,1,TP
3.rtp-slot-gtatogel.com,HIGH,100.0,1,1,TP
mawarzeus.net,HIGH,100.0,1,1,TP
mag138kopi.art,HIGH,95.0,1,1,TP
polatop.rtpduatoto.pro,HIGH,100.0,1,1,TP
20iya777.com,HIGH,100.0,1,1,TP
empat.pns777link.com,HIGH,100.0,1,1,TP
rajajudi88jp6.space,HIGH,100.0,1,1,TP
www.wonderyak.org,MEDIUM,50.0,1,1,TP
rtp2.jitutesla.com,HIGH,100.0,1,1,TP
gama-1.happyjudi.dev,LOW,20.0,0,1,FN
menang8website.com,HIGH,100.0,1,1,TP
id1gndjvim.dewajp.cyou,HIGH,100.0,1,1,TP
n0hru64ncu.kaskuskita.com,MEDIUM,46.4,1,1,TP
av019.ave189.com,HIGH,100.0,1,1,TP
singaitubuas.lol,HIGH,100.0,1,1,TP
rtpsingaplay.xyz,HIGH,100.0,1,1,TP
otobq9yifvhhoxbt02ug.bungaslot.dev,HIGH,87.5,1,1,TP
3hr4wo3qyoexuhla0mcv.gayatoto268.site,HIGH,100.0,1,1,TP
oke25.store,HIGH,100.0,1,1,TP
jnt6d.cfd,HIGH,100.0,1,1,TP
syd.asentogel.wiki,HIGH,80.0,1,1,TP
emperor268-ux.com,HIGH,100.0,1,1,TP
resmi9.situsbaik777.com,HIGH,100.0,1,1,TP
asiawd1109.store,LOW,7.5,0,1,FN
kuarto138.top,HIGH,100.0,1,1,TP
n6ojnpq9ch.dota88e.life,HIGH,100.0,1,1,TP
pakbos188jaya.xyz,LOW,6.92,0,1,FN
indomegatoto.vip,HIGH,75.0,1,1,TP
96upk6zu8p.gt108vip3.com,HIGH,100.0,1,1,TP
b2hq3byc5a.kopivip2.pro,HIGH,97.5,1,1,TP
ap8i.slot8808.fit,HIGH,100.0,1,1,TP
mabar96.org,HIGH,100.0,1,1,TP
rtpcuan-win178.hair,HIGH,100.0,1,1,TP
6xm4u881d8.kaskuskita.com,MEDIUM,44.17,1,1,TP
warnakitab4d.land,HIGH,60.28,1,1,TP
situs1.pakhoki.live,HIGH,91.05,1,1,TP
eth777.site,HIGH,100.0,1,1,TP
rtppelukbet.top,HIGH,100.0,1,1,TP
r8igdtki4g.pascolcool.com,MEDIUM,45.0,1,1,TP
kilat333.site,HIGH,100.0,1,1,TP
vmovee-official.site,HIGH,53.5,1,1,TP
jojo899sip.site,HIGH,100.0,1,1,TP
wahanaslotlk2.online,HIGH,87.5,1,1,TP
dompetkulit.space,HIGH,100.0,1,1,TP
vjcmz3ee7f.dino99e.one,HIGH,100.0,1,1,TP
bwo99-febsred.space,HIGH,100.0,1,1,TP
mpo17t.mudah-jp.vip,HIGH,100.0,1,1,TP
musimgokil.com,LOW,0.0,0,1,FN
drone.zorro4dmiracle.com,HIGH,100.0,1,1,TP
ecrgr12452.unovegasidn1.com,HIGH,100.0,1,1,TP
pw5rk5c770ew0cwut4dr.bungaslot.dev,HIGH,87.5,1,1,TP
tahuwinbid.xyz,HIGH,100.0,1,1,TP
akunmaxwin.org,HIGH,100.0,1,1,TP
idrtoto38.com,HIGH,100.0,1,1,TP
shop.curatestaginganddesign.co.uk,LOW,0.0,0,1,FN
44.wt707.fit,HIGH,53.57,1,1,TP
h6fhdcafjvciq0w876pm.jejetoto-268.site,HIGH,100.0,1,1,TP
romanobet-on.pages.dev,MEDIUM,45.0,1,1,TP
wg6owhezwt.botuna55c.click,HIGH,100.0,1,1,TP
www.loadingdockslc.com,HIGH,100.0,1,1,TP
neo108grats.xyz,HIGH,100.0,1,1,TP
tappmedical.com,LOW,0.0,0,1,FN
zia34279.com,HIGH,80.0,1,1,TP
daftar.gacor368grup.com,MEDIUM,40.0,1,1,TP
peruenlanoticia.com,HIGH,87.5,1,1,TP
syphratus-id.space,HIGH,100.0,1,1,TP
gpbsnie8vi.prada55c.one,HIGH,100.0,1,1,TP
wd88-main.com,HIGH,100.0,1,1,TP
5gztn1bl66.top1toto199.com,LOW,12.5,0,1,FN
dvtoto.site,HIGH,100.0,1,1,TP
paris123.cfd,HIGH,87.5,1,1,TP
arena369join.lol,HIGH,100.0,1,1,TP
tastejco.com,HIGH,85.0,1,1,TP
raffi88doublemajor.net,HIGH,100.0,1,1,TP
www.cumidarat.click,LOW,12.5,0,1,FN
dana50ya.xyz,HIGH,85.0,1,1,TP
walawe.dekadeplay1.site,LOW,0.0,0,1,FN
keasikankali.xyz,HIGH,100.0,1,1,TP
perang-138slot.xyz,HIGH,100.0,1,1,TP
hz2u68v87v.pascolcool.com,MEDIUM,45.0,1,1,TP
kudustotoresmi.org,HIGH,100.0,1,1,TP
gomugif.site,HIGH,53.04,1,1,TP
gospin303toto.space,HIGH,100.0,1,1,TP
ltqapwcm0c.slotbesarvip2.pro,HIGH,100.0,1,1,TP
top5totooallternatif.site,LOW,0.0,0,1,FN
oriental66.shop,HIGH,100.0,1,1,TP
rtplabel138l.xyz,HIGH,100.0,1,1,TP
bebjackpot.xyz,HIGH,100.0,1,1,TP
bolang588jack.com,HIGH,100.0,1,1,TP
mbet338master.cc,HIGH,57.91,1,1,TP
colowinext.com,LOW,0.0,0,1,FN
y8g89faih3wqnw3454kt.vdkgatheringpoint.social,MEDIUM,50.0,1,1,TP
rummy888vip25.com,LOW,0.0,0,1,FN
alterkipas3.vip,HIGH,100.0,1,1,TP
ktp168-alt.shop,HIGH,100.0,1,1,TP
rogtot.com,HIGH,100.0,1,1,TP
www.spaceanugerahtoto.net,HIGH,100.0,1,1,TP
ryu4dseru.com,HIGH,100.0,1,1,TP
amp-gas1m-rtp.pages.dev,HIGH,100.0,1,1,TP
breadforlife.us,LOW,9.73,0,1,FN
buah.koi288ocean.com,HIGH,100.0,1,1,TP
anitaunstopable.com,HIGH,100.0,1,1,TP
damrikuat.vip,HIGH,100.0,1,1,TP
blazernest.com,MEDIUM,50.0,1,1,TP
j53oblu1uhml6edtx3bn.bungaslot.dev,HIGH,87.5,1,1,TP
a8td82ro1a.bingo188e.sbs,HIGH,100.0,1,1,TP
95edwinslot-4d.xyz,HIGH,100.0,1,1,TP
abadislot8.org,HIGH,100.0,1,1,TP
3002-hkb77.xyz,HIGH,100.0,1,1,TP
bensunila.com,HIGH,79.06,1,1,TP
cemungut.pages.dev,MEDIUM,50.0,1,1,TP
plmenang88.com,HIGH,100.0,1,1,TP
ca009.monata189.site,HIGH,100.0,1,1,TP
aksesmulia77.quest,HIGH,100.0,1,1,TP
istanaimpian2.works,HIGH,100.0,1,1,TP
zl5oi74omvifreocl4lt.delitotomasuk.com,HIGH,100.0,1,1,TP
www.rtp69gsc11.xyz,HIGH,100.0,1,1,TP
da77live.pages.dev,HIGH,100.0,1,1,TP
vipbet88majestic.com,HIGH,96.96,1,1,TP
mawar800putih.site,HIGH,91.38,1,1,TP
amplagi-zengzhiyuan.pages.dev,HIGH,100.0,1,1,TP
zb-icha.pages.dev,HIGH,84.59,1,1,TP
asiawd888.store,LOW,7.5,0,1,FN
spjam8gbireb6rhm.hiudufan.com,HIGH,100.0,1,1,TP
bio.bet,LOW,5.0,0,1,FN
q10w01a4s4vb7scl96de.mixslotsuper.site,HIGH,60.0,1,1,TP
wlatogelvip.quest,HIGH,100.0,1,1,TP
topcaz.com,LOW,5.0,0,1,FN
xdhfubcvk63zv4tc49pt.vodkatotofix.online,HIGH,100.0,1,1,TP
52.76.179.230,HIGH,100.0,1,1,TP
www.rubensmeatmarkets.com,HIGH,72.5,1,1,TP
batavia4dmania.com,HIGH,100.0,1,1,TP
idamanrtp.fit,HIGH,100.0,1,1,TP
sgatinggi.com,HIGH,100.0,1,1,TP
www.kravmk.it,LOW,0.0,0,1,FN
dotmax99link.xyz,HIGH,100.0,1,1,TP
masuktunai4d.site,HIGH,100.0,1,1,TP
5200-hkb77.xyz,HIGH,100.0,1,1,TP
koi200.sbs,HIGH,100.0,1,1,TP
sortoto-pro.online,HIGH,100.0,1,1,TP
dbawiki.mariapps.com,HIGH,100.0,1,1,TP
1qba41tcat.top1toto199.com,LOW,12.5,0,1,FN
hongjanji.com,HIGH,53.83,1,1,TP
dexwin88rtpwin.com,HIGH,100.0,1,1,TP
a.gengpg66.com,MEDIUM,50.0,1,1,TP
muara777-resmi.cyou,HIGH,87.5,1,1,TP
u0905f28hx.jaya4dxin.xyz,HIGH,90.0,1,1,TP
togaplaymoon.com,HIGH,100.0,1,1,TP
bangsawan39.online,MEDIUM,50.0,1,1,TP
klik99bol.xyz,HIGH,80.76,1,1,TP
jt8sce4bqd7rzpj7beip.jejetoto-268.site,HIGH,100.0,1,1,TP
1329gg.bet,LOW,9.01,0,1,FN
autoslot88d.sbs,HIGH,100.0,1,1,TP
harian.promomawarslot3.site,HIGH,50.63,1,1,TP
3bsw.space,HIGH,100.0,1,1,TP
abc123x.org,MEDIUM,50.0,1,1,TP
omislot1a.store,HIGH,100.0,1,1,TP
owtoto.app,HIGH,100.0,1,1,TP
шидоайкидо.рф,MEDIUM,50.0,1,1,TP
binjaitotoultra.com,HIGH,100.0,1,1,TP
xpkg.domino4dfav.com,MEDIUM,50.0,1,1,TP
dipetikaza.live,HIGH,67.83,1,1,TP
lawasbiasa.com,MEDIUM,32.5,1,1,TP
uno808rr.cfd,LOW,0.0,0,1,FN
gogelbetviral.website,HIGH,100.0,1,1,TP
rtpmangkokcun.mom,HIGH,100.0,1,1,TP
ww9.yukistar99.site,HIGH,100.0,1,1,TP
bbtotoindo.store,HIGH,53.21,1,1,TP
ras006.serasi189x.site,HIGH,100.0,1,1,TP
bn77f.lol,HIGH,100.0,1,1,TP
11win.bet,LOW,5.0,0,1,FN
jowoo.pen4d.art,HIGH,71.64,1,1,TP
rajajp188enak.com,HIGH,100.0,1,1,TP
zjwof71vowi0hpcgya9j.bungaslot.dev,HIGH,83.64,1,1,TP
pecah11hidiw.online,HIGH,100.0,1,1,TP
rtp-erabet88.pages.dev,HIGH,100.0,1,1,TP
roomvipsabi20.shop,HIGH,87.5,1,1,TP
aiagent.bet,LOW,5.0,0,1,FN
www.prediksikota05.com,HIGH,78.24,1,1,TP
lazncgwg2j.sontogel002.com,HIGH,56.0,1,1,TP
dewislot77bc.xyz,HIGH,100.0,1,1,TP
alt2026koibet4d.com,HIGH,100.0,1,1,TP
188.166.220.37,LOW,7.5,0,1,FN
milenium88ragnar.xyz,LOW,0.0,0,1,FN
w8gz.benderahoki.site,HIGH,100.0,1,1,TP
www.ituvvip.online,HIGH,89.0,1,1,TP
bege799l.site,HIGH,100.0,1,1,TP
s8dhi.cuan-banyak.store,HIGH,100.0,1,1,TP
vgsh88.com,MEDIUM,50.0,1,1,TP
wiraspin88.wtf,HIGH,100.0,1,1,TP
5unsurmagic.com,HIGH,100.0,1,1,TP
superwin303word.com,HIGH,100.0,1,1,TP
se7winakseslogin.com,HIGH,100.0,1,1,TP
lakuhiasan.com,HIGH,52.96,1,1,TP
ampkristenisasicuan128.pages.dev,HIGH,52.68,1,1,TP
bandarsbo2-5oo.site,HIGH,100.0,1,1,TP
mimibagus.art,HIGH,100.0,1,1,TP
l2olsgo7q5.jos55ku.pics,LOW,7.5,0,1,FN
boatcast.jp,LOW,7.5,0,1,FN
garongviphero.cyou,HIGH,100.0,1,1,TP
manila55f.sbs,HIGH,100.0,1,1,TP
teknisiponsel.lat,HIGH,95.0,1,1,TP
iclean.co.id,LOW,0.0,0,1,FN
krhgaoe8qi.markas338dikawal.com,HIGH,56.69,1,1,TP
cloudway388.top,HIGH,100.0,1,1,TP
kaptenslot3.com,HIGH,100.0,1,1,TP
jaheharum99-pro.com,MEDIUM,50.0,1,1,TP
pangerantoto4.wtf,HIGH,91.91,1,1,TP
dqryp29292.pandawa88vip.com,MEDIUM,50.0,1,1,TP
linkcuan-ganas33.icu,HIGH,100.0,1,1,TP
tahuplaybro.sbs,HIGH,100.0,1,1,TP
rtpjuaraslot88lemon.xyz,HIGH,100.0,1,1,TP
103.90.248.218,LOW,0.0,0,1,FN
nastarkita.com,HIGH,100.0,1,1,TP
ms-menang2.store,HIGH,100.0,1,1,TP
bapautoto5.online,HIGH,100.0,1,1,TP
juraganrtp.art,HIGH,100.0,1,1,TP
hijauwinreal.space,HIGH,100.0,1,1,TP
tigerbet388.me,HIGH,56.24,1,1,TP
马秋元.ink,HIGH,100.0,1,1,TP
ares.wangsa787mantap.com,HIGH,100.0,1,1,TP
ethesis-info.pages.dev,HIGH,52.11,1,1,TP
2.sega4dkuy.live,HIGH,100.0,1,1,TP
n382pfpse9xjrxlbmb5w.bungaslot.dev,HIGH,87.5,1,1,TP
www.kisarantotomanjur.com,HIGH,54.35,1,1,TP
rajajp188yuk.com,HIGH,100.0,1,1,TP
winmulu24.com,HIGH,100.0,1,1,TP
haruspaste4d.site,HIGH,100.0,1,1,TP
king-of-judi33.quest,LOW,15.0,0,1,FN
maingalaxybet.net,HIGH,88.91,1,1,TP
octavip.site,HIGH,100.0,1,1,TP
bjr98syp9unkjramxfgt.bungaslot.dev,HIGH,87.5,1,1,TP
www.victorytotox3.com,MEDIUM,50.0,1,1,TP
kudustoto3.online,HIGH,100.0,1,1,TP
q8.winterfresh.ink,HIGH,100.0,1,1,TP
sojus88.click,HIGH,100.0,1,1,TP
langit88game.xyz,HIGH,100.0,1,1,TP
kamarresmiicaku.shop,HIGH,100.0,1,1,TP
